subject_id,label,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,is_synthetic
ET_01,other,0.97,0.37298,0.10124,1.01526,22.866,-16.208,12.831,True
ET_01,other,0.98,0.28589,0.06164,0.96908,11.131,-22.517,8.173,True
ET_01,other,0.99,0.13995,0.03248,0.93226,-1.78,-25.466,-1.217,True
ET_01,other,1.0,0.02936,0.06536,0.89189,-17.698,-21.397,-8.254,True
ET_01,other,1.01,-0.03832,0.13131,0.86316,-28.732,-12.069,-13.833,True
ET_01,other,1.02,-0.03756,0.22564,0.85415,-31.783,-1.834,-15.519,True
ET_01,other,1.03,-0.03667,0.27418,0.85722,-30.354,8.611,-15.124,True
ET_01,other,1.04,0.05001,0.37469,0.90562,-21.118,18.811,-11.126,True
ET_01,other,1.05,0.16437,0.37553,0.92183,-5.9,22.487,-2.514,True
ET_01,other,1.06,0.23887,0.37249,0.93869,9.581,22.881,5.532,True
ET_01,other,1.07,0.34599,0.33966,0.98756,23.403,18.36,10.693,True
ET_01,other,1.08,0.41773,0.28844,1.01285,32.524,7.183,16.225,True
ET_01,other,1.09,0.39553,0.18634,1.03728,31.349,-2.673,17.405,True
ET_01,other,1.1,0.38852,0.11999,1.00298,25.842,-15.654,12.571,True
ET_01,other,1.11,0.28081,0.04597,0.97779,15.067,-22.02,8.212,True
ET_01,other,1.12,0.1973,0.04314,0.94443,-0.436,-23.781,-0.871,True
ET_01,other,1.1300000000000001,0.01739,0.05164,0.90401,-14.971,-22.207,-9.414,True
ET_01,other,1.1400000000000001,-0.0159,0.1472,0.88307,-27.059,-13.759,-14.255,True
ET_01,other,1.1500000000000001,-0.05351,0.17702,0.84526,-32.529,-3.187,-16.807,True
ET_01,other,1.16,-0.02427,0.26767,0.84902,-29.173,8.907,-15.256,True
ET_01,other,1.17,0.01353,0.34405,0.86091,-23.395,17.885,-10.833,True
ET_01,other,1.18,0.09401,0.4021,0.91689,-8.589,22.257,-4.558,True
ET_01,other,1.19,0.22742,0.38984,0.96605,7.599,22.814,4.676,True
ET_01,other,1.2,0.33539,0.35736,1.01449,19.665,19.188,10.067,True
ET_01,other,1.21,0.39785,0.31007,1.00872,31.322,9.247,14.679,True
ET_01,other,1.22,0.4129,0.23789,1.01715,33.419,-3.518,17.554,True
ET_01,other,1.23,0.3925,0.1309,1.01005,29.749,-12.641,13.839,True
ET_01,other,1.24,0.30431,0.08445,0.99825,17.975,-21.504,9.414,True
ET_01,other,1.25,0.19565,0.03186,0.92646,2.921,-24.555,1.178,True
ET_01,other,1.26,0.08882,0.04526,0.88707,-11.766,-22.089,-6.273,True
ET_01,other,1.27,0.0134,0.10785,0.8826,-24.685,-15.613,-12.738,True
ET_01,other,1.28,-0.05682,0.17371,0.83947,-31.994,-5.039,-16.583,True
ET_01,other,1.29,-0.04484,0.25616,0.8792,-31.785,4.986,-16.842,True
ET_01,other,1.3,-0.00945,0.34189,0.85586,-24.5,17.171,-10.941,True
ET_01,other,1.31,0.11868,0.39449,0.88032,-10.361,22.658,-5.565,True
ET_01,other,1.32,0.20416,0.38825,0.93677,3.368,24.042,2.055,True
ET_01,other,1.33,0.3111,0.34595,0.99348,18.243,19.768,8.93,True
ET_01,other,1.34,0.38188,0.31917,0.98237,28.837,12.374,14.952,True
ET_01,other,1.35,0.43377,0.21543,1.02891,32.076,1.042,17.865,True
ET_01,other,1.36,0.40305,0.14398,1.00381,30.717,-10.857,14.329,True
ET_01,other,1.37,0.34906,0.09719,1.00369,19.089,-19.032,8.509,True
ET_01,other,1.3800000000000001,0.23885,0.02926,0.94243,5.513,-24.42,3.699,True
ET_01,other,1.3900000000000001,0.13311,0.03132,0.88478,-9.795,-22.586,-5.264,True
ET_01,other,1.4000000000000001,0.06078,0.09996,0.8779,-24.075,-18.034,-11.19,True
ET_01,other,1.41,-0.05661,0.17902,0.82523,-32.391,-8.064,-15.133,True
ET_01,other,1.42,-0.04199,0.2456,0.86215,-31.571,3.082,-14.567,True
ET_01,other,1.43,-0.0073,0.30358,0.86454,-27.193,15.425,-13.167,True
ET_01,other,1.44,0.08904,0.37174,0.85953,-13.232,21.646,-8.02,True
ET_01,other,1.45,0.2013,0.37736,0.93673,0.952,22.61,1.974,True
ET_01,other,1.46,0.32,0.37374,0.98455,15.741,21.044,6.944,True
ET_01,other,1.47,0.40094,0.30267,1.01487,27.98,13.713,14.926,True
ET_01,other,1.48,0.43904,0.22243,1.01655,33.434,2.804,15.457,True
ET_01,other,1.49,0.41137,0.14476,1.01387,30.63,-9.112,16.242,True
ET_01,other,1.5,0.3472,0.10581,1.01238,21.728,-16.788,10.749,True
ET_01,other,1.51,0.24323,0.07269,0.92793,6.493,-23.964,3.748,True
ET_01,other,1.52,0.11474,0.03312,0.92785,-8.452,-23.428,-3.988,True
ET_01,other,1.53,0.03044,0.08756,0.86141,-21.282,-19.5,-10.049,True
ET_01,other,1.54,-0.01573,0.16649,0.86799,-29.26,-8.912,-15.068,True
ET_01,other,1.55,-0.05539,0.2174,0.86114,-32.208,1.574,-15.019,True
ET_01,other,1.56,-0.00873,0.31512,0.8554,-27.336,14.01,-14.345,True
ET_01,other,1.57,0.09491,0.38101,0.88045,-16.333,21.434,-9.241,True
ET_01,other,1.58,0.17764,0.40637,0.90334,-1.949,21.999,-0.697,True
ET_01,other,1.59,0.29733,0.38314,0.95061,12.945,22.101,6.05,True
ET_01,other,1.6,0.36421,0.32239,1.01602,23.993,13.612,12.546,True
ET_01,other,1.61,0.42019,0.25765,1.0017,31.34,3.308,15.175,True
ET_01,other,1.62,0.4219,0.17838,1.02507,29.843,-8.764,15.959,True
ET_01,other,1.6300000000000001,0.33865,0.10244,0.97117,23.214,-16.995,9.167,True
ET_01,other,1.6400000000000001,0.25912,0.05212,0.93912,11.275,-22.547,5.107,True
ET_01,other,1.6500000000000001,0.16438,0.04842,0.89995,-3.887,-23.013,-3.092,True
ET_01,other,1.6600000000000001,0.05426,0.0929,0.86654,-18.047,-19.121,-8.903,True
ET_01,other,1.67,-0.02318,0.12607,0.89625,-28.8,-11.474,-16.074,True
ET_01,other,1.68,-0.04669,0.22081,0.85459,-32.425,-0.746,-15.508,True
ET_01,other,1.69,-0.02943,0.28992,0.8638,-28.808,9.824,-13.068,True
ET_01,other,1.7,0.04938,0.35823,0.88503,-18.172,19.786,-8.323,True
ET_01,other,1.71,0.14873,0.40736,0.93133,-5.287,23.167,-2.588,True
ET_01,other,1.72,0.25586,0.38617,0.95709,10.611,21.428,5.256,True
ET_01,other,1.73,0.35944,0.34658,0.97817,23.491,15.997,9.944,True
ET_01,other,1.74,0.43216,0.25416,1.03294,30.248,6.427,14.784,True
ET_01,other,1.75,0.42932,0.17875,0.99218,31.227,-4.223,16.048,True
ET_01,other,1.76,0.37752,0.11019,0.97732,23.358,-16.542,11.639,True
ET_01,other,1.77,0.29561,0.07862,0.95186,11.596,-20.487,5.112,True
ET_01,other,1.78,0.16492,0.0692,0.90851,-3.632,-22.419,-0.472,True
ET_01,other,1.79,0.10462,0.09379,0.88003,-17.803,-19.869,-8.211,True
ET_01,other,1.8,-0.01464,0.13525,0.86269,-25.494,-12.589,-14.162,True
ET_01,other,1.81,-0.03472,0.22608,0.82834,-31.461,-1.059,-15.128,True
ET_01,other,1.82,0.01703,0.2951,0.85436,-29.161,8.795,-13.903,True
ET_01,other,1.83,0.04646,0.34983,0.8557,-19.611,19.356,-10.954,True
ET_01,other,1.84,0.14954,0.37474,0.92257,-8.454,20.636,-4.337,True
ET_01,other,1.85,0.23636,0.38698,0.94661,9.043,21.992,4.985,True
ET_01,other,1.86,0.33565,0.3238,0.97182,19.324,17.704,10.823,True
ET_01,other,1.87,0.40964,0.2788,1.03176,29.599,8.43,14.774,True
ET_01,other,1.8800000000000001,0.42355,0.1948,1.01249,31.481,-1.521,15.261,True
ET_01,other,1.8900000000000001,0.3798,0.12222,0.98072,25.072,-13.451,13.896,True
ET_01,other,1.9000000000000001,0.32255,0.07959,0.98116,14.064,-20.721,6.524,True
ET_01,other,1.9100000000000001,0.19771,0.05778,0.92752,1.083,-21.944,0.735,True
ET_01,other,1.92,0.07227,0.08874,0.87527,-13.523,-20.545,-7.006,True
ET_01,other,1.93,-0.01192,0.12944,0.83609,-24.71,-12.534,-12.83,True
ET_01,other,1.94,-0.00606,0.18822,0.8466,-29.67,-4.443,-16.225,True
ET_01,other,1.95,-0.02046,0.25386,0.85392,-29.354,7.477,-13.731,True
ET_01,other,1.96,0.03036,0.33396,0.88738,-21.798,16.849,-9.486,True
ET_01,other,1.97,0.14592,0.37948,0.90096,-8.495,22.139,-3.463,True
ET_01,other,1.98,0.2262,0.36453,0.951,5.055,22.978,3.213,True
ET_01,other,1.99,0.35289,0.35185,0.98967,18.94,16.632,10.598,True
ET_01,other,2.0,0.39302,0.31835,1.02128,26.981,9.704,14.973,True
ET_01,other,2.0100000000000002,0.41724,0.21206,0.98995,29.737,-1.467,15.47,True
ET_01,other,2.02,0.39873,0.13814,0.99474,25.786,-11.586,14.505,True
ET_01,other,2.0300000000000002,0.33288,0.10391,0.96395,17.869,-18.103,6.864,True
ET_01,other,2.04,0.20311,0.09189,0.89279,3.266,-22.404,-0.351,True
ET_01,other,2.05,0.12036,0.06261,0.90117,-11.701,-20.46,-4.17,True
ET_01,other,2.06,0.00968,0.12625,0.87393,-22.262,-15.443,-9.815,True
ET_01,other,2.07,-0.0228,0.18574,0.86363,-28.757,-5.282,-14.655,True
ET_01,other,2.08,-0.01082,0.26224,0.83112,-29.268,4.991,-14.162,True
ET_01,other,2.09,0.02806,0.34198,0.86067,-22.464,13.392,-11.895,True
ET_01,other,2.1,0.12054,0.33898,0.91253,-11.836,21.633,-6.42,True
ET_01,other,2.11,0.21998,0.37484,0.93907,1.512,21.767,1.169,True
ET_01,other,2.12,0.32436,0.34635,0.97719,16.291,17.464,7.608,True
ET_01,other,2.13,0.3865,0.28732,0.96149,25.122,9.659,13.087,True
ET_01,other,2.14,0.42357,0.22297,0.99942,29.915,0.469,14.361,True
ET_01,other,2.15,0.37395,0.162,1.00134,26.086,-7.047,12.534,True
ET_01,other,2.16,0.32533,0.10865,0.95491,17.035,-17.042,9.989,True
ET_01,other,2.17,0.24083,0.08254,0.93653,5.296,-22.413,3.405,True
ET_01,other,2.18,0.11382,0.08965,0.91273,-8.255,-20.466,-4.267,True
ET_01,other,2.19,0.04895,0.09675,0.86324,-20.692,-16.323,-9.648,True
ET_01,other,2.2,-0.00912,0.16562,0.82415,-26.693,-6.745,-14.509,True
ET_01,other,2.21,-0.02021,0.25728,0.82507,-28.245,3.801,-14.09,True
ET_01,other,2.22,0.01466,0.3242,0.86049,-23.951,10.926,-12.613,True
ET_01,other,2.23,0.08917,0.34033,0.90692,-13.412,18.239,-6.148,True
ET_01,other,2.24,0.19994,0.36094,0.92956,0.007,22.55,0.773,True
ET_01,other,2.25,0.31641,0.37188,0.96089,14.757,18.434,6.295,True
ET_01,other,2.2600000000000002,0.38338,0.33336,0.98948,24.197,11.292,11.447,True
ET_01,other,2.27,0.40725,0.23623,1.00052,28.603,3.954,15.142,True
ET_01,other,2.2800000000000002,0.38798,0.20378,0.98791,27.781,-6.576,11.782,True
ET_01,other,2.29,0.30859,0.09984,0.97431,19.366,-16.639,8.676,True
ET_01,other,2.3000000000000003,0.2556,0.07684,0.94854,8.174,-20.15,4.932,True
ET_01,other,2.31,0.15632,0.07956,0.90308,-5.402,-20.762,-3.725,True
ET_01,other,2.32,0.07586,0.12527,0.87446,-17.981,-15.803,-8.092,True
ET_01,other,2.33,-0.00689,0.1458,0.8593,-24.907,-8.353,-13.304,True
ET_01,other,2.34,-0.01031,0.23711,0.85436,-26.671,0.822,-14.877,True
ET_01,other,2.35,0.03157,0.2949,0.8773,-23.701,9.548,-11.506,True
ET_01,other,2.36,0.10856,0.33285,0.86884,-14.109,16.078,-5.69,True
ET_01,other,2.37,0.19203,0.38225,0.90944,-1.973,21.229,-0.722,True
ET_01,other,2.38,0.2568,0.33686,0.96299,11.595,17.845,5.664,True
ET_01,other,2.39,0.35261,0.30609,0.98979,21.79,13.072,10.694,True
ET_01,other,2.4,0.39275,0.25681,1.0085,28.043,4.729,12.729,True
ET_01,other,2.41,0.41424,0.20512,1.00706,26.423,-5.088,11.648,True
ET_01,other,2.42,0.36098,0.11178,0.9708,19.551,-12.74,9.558,True
ET_01,other,2.43,0.25027,0.08631,0.98159,9.135,-17.594,4.873,True
ET_01,other,2.44,0.18183,0.12298,0.89801,-2.698,-19.021,-1.704,True
ET_01,other,2.45,0.0832,0.12647,0.8644,-15.145,-14.547,-8.137,True
ET_01,other,2.46,0.02734,0.18905,0.84448,-24.351,-8.685,-12.368,True
ET_01,other,2.47,0.00936,0.2203,0.83398,-28.69,0.984,-14.208,True
ET_01,other,2.48,0.03077,0.28511,0.87141,-23.786,8.665,-12.529,True
ET_01,other,2.49,0.09096,0.33024,0.8951,-15.537,15.038,-8.237,True
ET_01,other,2.5,0.18734,0.36141,0.92122,-4.577,20.0,-2.152,True
ET_01,other,2.5100000000000002,0.28724,0.33676,0.94073,7.066,19.386,4.547,True
ET_01,other,2.52,0.32483,0.30082,1.00192,18.946,14.34,11.038,True
ET_01,other,2.5300000000000002,0.39252,0.26926,0.97591,25.665,4.77,11.087,True
ET_01,other,2.54,0.38583,0.18627,0.99646,25.213,-3.472,12.379,True
ET_01,other,2.5500000000000003,0.35037,0.13155,0.95109,20.909,-13.054,10.658,True
ET_01,other,2.56,0.27725,0.12143,0.94669,11.797,-16.258,5.989,True
ET_01,other,2.57,0.19533,0.10206,0.87545,-1.14,-20.121,-0.474,True
ET_01,other,2.58,0.09969,0.10299,0.89545,-11.362,-16.654,-7.096,True
ET_01,other,2.59,0.04871,0.15414,0.84438,-20.757,-9.544,-11.575,True
ET_01,other,2.6,0.0212,0.20357,0.85926,-25.593,-1.141,-11.48,True
ET_01,other,2.61,0.02878,0.25419,0.85539,-24.081,7.355,-12.966,True
ET_01,other,2.62,0.07556,0.33017,0.90101,-16.79,13.046,-7.788,True
ET_01,other,2.63,0.14586,0.37333,0.89402,-5.911,16.98,-3.435,True
ET_01,other,2.64,0.23423,0.37785,0.94043,4.611,17.26,3.832,True
ET_01,other,2.65,0.32258,0.31167,0.97584,15.754,13.029,7.704,True
ET_01,other,2.66,0.37366,0.27904,0.99143,23.472,5.96,11.184,True
ET_01,other,2.67,0.40778,0.20805,0.98518,26.057,-2.031,12.741,True
ET_01,other,2.68,0.35473,0.14815,0.97824,20.857,-11.283,10.428,True
ET_01,other,2.69,0.29913,0.09564,0.9533,12.207,-16.64,6.054,True
ET_01,other,2.7,0.17271,0.05439,0.92551,0.889,-18.354,0.387,True
ET_01,other,2.71,0.13672,0.07872,0.898,-10.043,-17.417,-5.351,True
ET_01,other,2.72,0.0535,0.14342,0.87365,-19.45,-10.772,-9.036,True
ET_01,other,2.73,0.04631,0.19788,0.87842,-23.413,-2.287,-12.554,True
ET_01,other,2.74,0.02326,0.27192,0.87424,-22.517,4.451,-9.346,True
ET_01,other,2.75,0.05893,0.33187,0.87113,-17.082,13.517,-9.102,True
ET_01,other,2.7600000000000002,0.15161,0.31739,0.91547,-8.373,17.71,-5.265,True
ET_01,other,2.77,0.25416,0.3367,0.95615,5.958,17.981,0.845,True
ET_01,other,2.7800000000000002,0.2696,0.32924,0.93492,12.8,12.983,6.754,True
ET_01,other,2.79,0.35968,0.27595,0.97246,21.156,6.639,11.374,True
ET_01,other,2.8000000000000003,0.34731,0.24739,0.97683,23.102,-0.669,10.602,True
ET_01,other,2.81,0.3596,0.18309,0.99254,20.542,-8.188,10.918,True
ET_01,other,2.82,0.28771,0.13942,0.94187,14.23,-14.599,7.81,True
ET_01,other,2.83,0.24015,0.09257,0.95674,1.71,-16.607,2.664,True
ET_01,other,2.84,0.14835,0.09195,0.88572,-8.29,-15.386,-4.438,True
ET_01,other,2.85,0.08075,0.12458,0.885,-17.411,-12.532,-9.549,True
ET_01,other,2.86,0.03057,0.19348,0.84851,-21.734,-5.951,-11.336,True
ET_01,other,2.87,0.02832,0.2831,0.8523,-22.488,2.767,-11.854,True
ET_01,other,2.88,0.07658,0.30371,0.83824,-19.082,9.173,-8.648,True
ET_01,other,2.89,0.11967,0.30633,0.89698,-8.709,16.779,-5.125,True
ET_01,other,2.9,0.21315,0.35129,0.94153,2.423,17.024,0.778,True
ET_01,other,2.91,0.30349,0.30936,0.98799,13.364,15.386,4.9,True
ET_01,other,2.92,0.322,0.29687,0.97535,20.7,8.788,9.832,True
ET_01,other,2.93,0.35232,0.24255,0.98376,22.586,1.259,12.189,True
ET_01,other,2.94,0.34731,0.1701,1.00483,21.066,-6.74,9.538,True
ET_01,other,2.95,0.31005,0.13607,0.99203,14.51,-11.428,6.03,True
ET_01,other,2.96,0.20577,0.12324,0.93532,5.046,-14.896,1.647,True
ET_01,other,2.97,0.15223,0.10701,0.92108,-6.292,-17.35,-4.822,True
ET_01,other,2.98,0.10989,0.13354,0.90043,-15.243,-12.779,-6.635,True
ET_01,other,2.99,0.0394,0.19306,0.87325,-21.544,-4.902,-10.097,True
ET_01,other,3.0,0.02757,0.2358,0.89331,-22.25,2.884,-11.115,True
ET_01,other,3.0100000000000002,0.03776,0.28181,0.91174,-18.573,10.02,-10.13,True
ET_01,other,3.02,0.13727,0.36571,0.89678,-10.771,13.889,-6.016,True
ET_01,other,3.0300000000000002,0.18063,0.36084,0.91698,-0.75,16.046,1.239,True
ET_01,other,3.04,0.24254,0.32591,0.94484,10.173,13.178,5.176,True
ET_01,other,3.0500000000000003,0.30639,0.29523,0.97278,19.522,11.22,9.299,True
ET_01,other,3.06,0.36518,0.24312,0.97269,21.944,3.375,11.305,True
ET_01,other,3.0700000000000003,0.34003,0.17972,0.96898,20.602,-5.02,8.929,True
ET_01,other,3.08,0.296,0.12995,0.97335,15.841,-12.599,8.514,True
ET_01,other,3.09,0.23208,0.1029,0.95738,6.705,-14.922,4.422,True
ET_01,other,3.1,0.16958,0.1281,0.92984,-3.532,-16.876,-1.577,True
ET_01,other,3.11,0.10216,0.13914,0.876,-13.233,-11.977,-5.993,True
ET_01,other,3.12,0.04402,0.14936,0.85525,-21.143,-7.036,-10.371,True
ET_01,other,3.13,0.03282,0.21248,0.85968,-20.844,0.991,-11.568,True
ET_01,other,3.14,0.061,0.27999,0.88109,-17.989,9.278,-10.363,True
ET_01,other,3.15,0.13082,0.31632,0.89451,-10.952,13.381,-4.844,True
ET_01,other,3.16,0.17377,0.35078,0.92077,-2.366,15.797,-0.03,True
ET_01,other,3.17,0.23039,0.31476,0.94637,7.703,14.554,3.308,True
ET_01,other,3.18,0.31607,0.30473,0.92097,15.641,10.27,9.764,True
ET_01,other,3.19,0.34788,0.242,0.9538,20.394,3.426,9.603,True
ET_01,other,3.2,0.34103,0.2089,1.00138,20.543,-3.683,12.675,True
ET_01,other,3.21,0.31528,0.14554,0.97568,16.529,-11.238,7.996,True
ET_01,other,3.22,0.24487,0.13704,0.92048,7.054,-13.933,3.768,True
ET_01,other,3.23,0.19853,0.11752,0.92618,-2.582,-14.75,-2.573,True
ET_01,other,3.24,0.12364,0.13883,0.90971,-10.776,-15.207,-5.839,True
ET_01,other,3.25,0.05746,0.18597,0.88102,-18.729,-7.534,-9.607,True
ET_01,other,3.2600000000000002,0.05435,0.19981,0.86715,-21.642,-1.225,-10.242,True
ET_01,other,3.27,0.06405,0.26433,0.87463,-17.909,6.712,-9.632,True
ET_01,other,3.2800000000000002,0.10883,0.30212,0.89436,-14.019,11.923,-5.788,True
