subject_id,label,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,is_synthetic
ET_03,other,0.37,0.36987,0.19251,1.02177,29.067,0.414,14.779,True
ET_03,other,0.38,0.34161,0.13648,0.99906,26.199,-11.329,12.276,True
ET_03,other,0.39,0.27235,0.05754,0.98851,13.861,-20.01,7.841,True
ET_03,other,0.4,0.14219,0.06924,0.9404,-0.324,-22.11,0.013,True
ET_03,other,0.41000000000000003,0.01485,0.06646,0.91117,-16.854,-19.056,-7.238,True
ET_03,other,0.42,-0.03061,0.12893,0.83317,-27.107,-8.434,-14.07,True
ET_03,other,0.43,-0.02895,0.24889,0.87873,-29.417,1.0,-15.388,True
ET_03,other,0.44,-0.01936,0.31981,0.85852,-23.718,13.155,-11.588,True
ET_03,other,0.45,0.07883,0.3674,0.92646,-10.879,19.656,-3.807,True
ET_03,other,0.46,0.20047,0.36459,0.93176,6.284,21.457,2.479,True
ET_03,other,0.47000000000000003,0.29455,0.31617,0.97646,19.401,15.692,8.595,True
ET_03,other,0.48,0.38794,0.24496,1.01964,27.698,6.308,13.936,True
ET_03,other,0.49,0.36557,0.17543,1.04105,28.294,-4.838,15.858,True
ET_03,other,0.5,0.31121,0.11086,0.9785,19.347,-15.739,11.687,True
ET_03,other,0.51,0.21865,0.02814,0.97725,7.551,-21.657,4.934,True
ET_03,other,0.52,0.12479,0.06981,0.91441,-10.867,-22.239,-4.588,True
ET_03,other,0.53,-0.01376,0.10257,0.86932,-24.147,-14.695,-12.748,True
ET_03,other,0.54,-0.04761,0.15768,0.85063,-29.973,-2.66,-14.168,True
ET_03,other,0.55,-0.04026,0.26954,0.87564,-27.7,7.907,-14.463,True
ET_03,other,0.56,0.00069,0.3453,0.89535,-17.682,18.587,-8.968,True
ET_03,other,0.5700000000000001,0.15906,0.36274,0.92816,-1.74,22.17,-2.143,True
ET_03,other,0.58,0.25012,0.36265,0.9795,14.192,19.94,6.111,True
ET_03,other,0.59,0.35373,0.30785,1.02573,26.944,12.408,12.369,True
ET_03,other,0.6,0.38776,0.20262,1.0227,31.12,-1.641,15.655,True
ET_03,other,0.61,0.36772,0.11951,1.02261,25.701,-12.299,13.355,True
ET_03,other,0.62,0.28943,0.06244,0.94627,11.972,-20.971,6.848,True
ET_03,other,0.63,0.15719,0.02971,0.94154,-3.571,-23.438,-2.768,True
ET_03,other,0.64,0.03358,0.06598,0.90818,-18.831,-17.617,-10.774,True
ET_03,other,0.65,-0.04538,0.13541,0.84353,-29.167,-8.234,-15.119,True
ET_03,other,0.66,-0.04997,0.232,0.8539,-30.378,2.127,-14.288,True
ET_03,other,0.67,0.00619,0.30417,0.88186,-23.199,14.567,-11.832,True
ET_03,other,0.68,0.1114,0.3655,0.90586,-9.287,21.587,-5.155,True
ET_03,other,0.6900000000000001,0.23315,0.36201,0.95731,6.983,21.175,4.092,True
ET_03,other,0.7000000000000001,0.35406,0.31574,1.01454,22.928,16.183,11.752,True
ET_03,other,0.71,0.41076,0.26058,1.03234,31.271,4.137,15.223,True
ET_03,other,0.72,0.41542,0.1492,1.02136,30.178,-7.544,14.414,True
ET_03,other,0.73,0.32379,0.0585,0.99446,19.052,-18.276,9.885,True
ET_03,other,0.74,0.20627,0.03916,0.97054,3.711,-22.649,3.047,True
ET_03,other,0.75,0.04884,0.05637,0.93455,-13.158,-20.341,-5.329,True
ET_03,other,0.76,-0.0361,0.11538,0.85314,-25.951,-14.213,-11.19,True
ET_03,other,0.77,-0.06348,0.21449,0.85421,-33.707,-1.99,-14.442,True
ET_03,other,0.78,-0.04033,0.2942,0.87156,-27.65,11.554,-13.487,True
ET_03,other,0.79,0.0229,0.34371,0.90215,-15.731,20.251,-7.306,True
ET_03,other,0.8,0.21318,0.37929,0.92784,0.571,23.448,-0.008,True
ET_03,other,0.81,0.30911,0.35598,0.975,16.225,17.572,7.864,True
ET_03,other,0.8200000000000001,0.39685,0.29702,0.99523,27.105,10.751,13.513,True
ET_03,other,0.8300000000000001,0.40334,0.16508,1.01575,30.978,-1.521,16.234,True
ET_03,other,0.84,0.3703,0.10171,0.98198,23.592,-14.234,12.148,True
ET_03,other,0.85,0.28268,0.04688,0.93832,11.859,-22.132,6.709,True
ET_03,other,0.86,0.13616,0.03419,0.91855,-5.88,-22.875,-3.732,True
ET_03,other,0.87,-0.00991,0.08258,0.90087,-23.097,-17.287,-10.615,True
ET_03,other,0.88,-0.07164,0.14362,0.83832,-30.844,-6.836,-15.347,True
ET_03,other,0.89,-0.0481,0.26905,0.87125,-29.811,4.381,-15.466,True
ET_03,other,0.9,0.02077,0.32361,0.87593,-20.011,17.283,-10.653,True
ET_03,other,0.91,0.1465,0.38766,0.92508,-6.418,23.266,-5.618,True
ET_03,other,0.92,0.29038,0.36821,0.96046,11.981,22.481,5.165,True
ET_03,other,0.93,0.37588,0.31442,1.01295,24.219,15.425,12.258,True
ET_03,other,0.9400000000000001,0.4151,0.23627,1.02503,32.4,2.648,17.541,True
ET_03,other,0.9500000000000001,0.42527,0.12866,0.99291,29.841,-9.388,15.715,True
ET_03,other,0.96,0.32054,0.02951,0.96629,18.301,-21.452,9.157,True
ET_03,other,0.97,0.21532,0.01423,0.92293,1.86,-23.359,2.827,True
ET_03,other,0.98,0.08893,0.06346,0.89795,-16.218,-20.375,-7.25,True
ET_03,other,0.99,-0.02062,0.11554,0.83747,-27.434,-12.191,-14.912,True
ET_03,other,1.0,-0.05679,0.22154,0.84635,-32.195,0.802,-15.394,True
ET_03,other,1.01,-0.03307,0.30911,0.8572,-26.632,12.096,-13.137,True
ET_03,other,1.02,0.10256,0.36583,0.89038,-12.24,21.284,-6.373,True
ET_03,other,1.03,0.21477,0.38525,0.92982,4.152,23.195,1.484,True
ET_03,other,1.04,0.32433,0.33377,0.96722,19.702,19.327,9.466,True
ET_03,other,1.05,0.34944,0.24785,1.02607,29.397,9.342,16.082,True
ET_03,other,1.06,0.39636,0.19368,1.03566,32.122,-4.066,17.281,True
ET_03,other,1.07,0.37846,0.10221,0.99743,24.218,-16.592,13.237,True
ET_03,other,1.08,0.24423,0.06076,0.96754,8.432,-22.379,4.465,True
ET_03,other,1.09,0.10888,0.03959,0.92288,-10.068,-23.156,-4.475,True
ET_03,other,1.1,0.02227,0.09102,0.86728,-23.405,-15.928,-12.779,True
ET_03,other,1.11,-0.05365,0.16149,0.85459,-32.531,-4.64,-15.285,True
ET_03,other,1.12,-0.03077,0.26518,0.86267,-32.034,8.345,-16.018,True
ET_03,other,1.1300000000000001,0.01975,0.32727,0.86866,-21.432,18.239,-11.687,True
ET_03,other,1.1400000000000001,0.17915,0.40355,0.89626,-4.766,23.82,-0.941,True
ET_03,other,1.1500000000000001,0.28216,0.39789,0.97614,13.562,21.902,6.713,True
ET_03,other,1.16,0.38624,0.31031,1.01269,26.326,13.294,13.866,True
ET_03,other,1.17,0.45448,0.22074,1.04798,33.296,1.484,15.485,True
ET_03,other,1.18,0.36527,0.13586,0.98413,28.649,-12.265,14.815,True
ET_03,other,1.19,0.27714,0.05532,0.94203,15.051,-22.86,7.372,True
ET_03,other,1.2,0.16599,0.03895,0.91229,-2.02,-23.732,-0.292,True
ET_03,other,1.21,0.05655,0.08123,0.91053,-18.848,-20.299,-9.252,True
ET_03,other,1.22,-0.04941,0.17944,0.84708,-29.579,-10.085,-15.66,True
ET_03,other,1.23,-0.07997,0.2608,0.81638,-33.932,3.231,-16.151,True
ET_03,other,1.24,0.00524,0.35597,0.87352,-25.392,14.961,-13.21,True
ET_03,other,1.25,0.10038,0.39441,0.9015,-10.83,23.386,-4.726,True
ET_03,other,1.26,0.20995,0.38345,0.9527,6.86,23.503,3.737,True
ET_03,other,1.27,0.35744,0.33315,0.98451,21.807,17.994,12.129,True
ET_03,other,1.28,0.40914,0.26845,1.03573,31.375,6.494,14.125,True
ET_03,other,1.29,0.4428,0.18567,1.00024,32.817,-7.296,15.361,True
ET_03,other,1.3,0.36339,0.0667,0.98472,22.67,-17.973,10.337,True
ET_03,other,1.31,0.25866,0.04818,0.96873,6.152,-23.672,2.687,True
ET_03,other,1.32,0.13138,0.04587,0.8607,-12.995,-21.675,-4.593,True
ET_03,other,1.33,-0.00826,0.11151,0.83087,-26.199,-17.174,-12.925,True
ET_03,other,1.34,-0.04667,0.18964,0.86899,-32.275,-2.081,-15.84,True
ET_03,other,1.35,-0.01321,0.31437,0.86339,-29.468,11.079,-14.404,True
ET_03,other,1.36,0.05656,0.34166,0.89465,-17.35,19.944,-8.565,True
ET_03,other,1.37,0.16857,0.41165,0.92628,-0.695,25.472,-1.082,True
ET_03,other,1.3800000000000001,0.2876,0.35979,1.01256,16.808,20.308,8.328,True
ET_03,other,1.3900000000000001,0.42309,0.30717,1.00245,29.628,12.252,13.998,True
ET_03,other,1.4000000000000001,0.40244,0.19849,1.03596,33.908,-1.508,15.921,True
ET_03,other,1.41,0.38851,0.09848,1.00121,27.724,-13.41,12.913,True
ET_03,other,1.42,0.29504,0.05924,0.9685,15.121,-21.561,7.191,True
ET_03,other,1.43,0.15188,0.03023,0.90682,-4.177,-23.749,-3.072,True
ET_03,other,1.44,0.0576,0.0905,0.8731,-22.151,-18.857,-9.61,True
ET_03,other,1.45,-0.05751,0.17059,0.83021,-30.165,-8.026,-16.018,True
ET_03,other,1.46,-0.01943,0.22979,0.83782,-31.971,3.089,-15.329,True
ET_03,other,1.47,0.02302,0.31461,0.88202,-23.783,17.517,-11.634,True
ET_03,other,1.48,0.11581,0.36684,0.90317,-7.296,23.805,-3.241,True
ET_03,other,1.49,0.25952,0.42514,0.96473,9.716,22.792,4.048,True
ET_03,other,1.5,0.35344,0.32211,0.98511,24.627,16.094,12.56,True
ET_03,other,1.51,0.40167,0.26062,1.02082,32.029,3.146,16.208,True
ET_03,other,1.52,0.42001,0.14333,1.01822,30.752,-8.248,15.939,True
ET_03,other,1.53,0.32518,0.10516,0.99037,19.16,-19.034,10.329,True
ET_03,other,1.54,0.21978,0.02988,0.96313,2.618,-23.98,2.028,True
ET_03,other,1.55,0.06231,0.0822,0.88784,-15.721,-21.58,-6.777,True
ET_03,other,1.56,-0.03799,0.10855,0.85198,-27.176,-12.98,-14.242,True
ET_03,other,1.57,-0.04842,0.21399,0.89181,-32.196,0.119,-15.803,True
ET_03,other,1.58,-0.0297,0.28856,0.8382,-26.706,11.312,-14.086,True
ET_03,other,1.59,0.07622,0.37552,0.88734,-15.759,21.72,-9.732,True
ET_03,other,1.6,0.2182,0.36769,0.94799,0.863,23.008,0.949,True
ET_03,other,1.61,0.33597,0.3677,0.95714,19.765,19.822,9.241,True
ET_03,other,1.62,0.39213,0.30409,1.00237,29.857,8.878,15.477,True
ET_03,other,1.6300000000000001,0.44054,0.23453,1.0215,32.853,-1.434,15.026,True
ET_03,other,1.6400000000000001,0.36962,0.12278,1.00266,25.514,-14.668,13.129,True
ET_03,other,1.6500000000000001,0.27581,0.07924,0.94583,10.648,-22.894,6.489,True
ET_03,other,1.6600000000000001,0.15874,0.03426,0.90538,-7.433,-22.817,-4.093,True
ET_03,other,1.67,0.02851,0.09605,0.89222,-21.836,-18.097,-11.465,True
ET_03,other,1.68,-0.05025,0.18734,0.83839,-31.953,-5.895,-15.974,True
ET_03,other,1.69,-0.02841,0.27378,0.84316,-30.84,8.218,-15.816,True
ET_03,other,1.7,0.01239,0.34757,0.8896,-22.165,16.627,-9.664,True
ET_03,other,1.71,0.15405,0.40473,0.9087,-5.877,21.419,-3.025,True
ET_03,other,1.72,0.29097,0.379,0.93828,12.229,20.854,5.622,True
ET_03,other,1.73,0.38706,0.31201,0.99651,23.466,13.462,12.386,True
ET_03,other,1.74,0.39893,0.24981,1.03838,31.261,4.187,16.059,True
ET_03,other,1.75,0.40785,0.15386,1.03626,27.212,-9.744,13.771,True
ET_03,other,1.76,0.33294,0.08635,0.99491,15.844,-20.206,7.919,True
ET_03,other,1.77,0.19174,0.03728,0.92389,0.749,-24.416,0.562,True
ET_03,other,1.78,0.09416,0.07376,0.89987,-16.612,-19.643,-8.59,True
ET_03,other,1.79,-0.01773,0.14591,0.85762,-28.939,-11.681,-12.694,True
ET_03,other,1.8,-0.02936,0.2113,0.82561,-30.766,2.394,-15.463,True
ET_03,other,1.81,0.0127,0.31864,0.85832,-24.464,12.477,-14.46,True
ET_03,other,1.82,0.11322,0.37381,0.87216,-12.931,21.906,-5.56,True
ET_03,other,1.83,0.21845,0.3889,0.91147,4.567,22.731,2.989,True
ET_03,other,1.84,0.36085,0.36445,0.95066,20.357,15.937,10.504,True
ET_03,other,1.85,0.40106,0.26536,1.01313,29.788,6.572,15.01,True
ET_03,other,1.86,0.41292,0.17865,0.99423,29.701,-5.316,15.248,True
ET_03,other,1.87,0.38065,0.0979,0.96784,23.711,-16.324,10.565,True
ET_03,other,1.8800000000000001,0.28028,0.05456,0.95075,8.485,-19.814,3.346,True
ET_03,other,1.8900000000000001,0.18285,0.04977,0.90515,-9.633,-20.74,-4.031,True
ET_03,other,1.9000000000000001,0.01743,0.10713,0.86211,-24.405,-14.489,-12.486,True
ET_03,other,1.9100000000000001,-0.0084,0.20488,0.8425,-32.011,-3.734,-15.19,True
ET_03,other,1.92,0.00334,0.27928,0.86461,-27.359,8.298,-12.929,True
ET_03,other,1.93,0.06237,0.3852,0.87444,-19.715,19.257,-9.596,True
ET_03,other,1.94,0.17811,0.39271,0.91357,-3.378,21.434,-1.141,True
ET_03,other,1.95,0.30118,0.37041,0.94083,12.97,21.502,5.378,True
ET_03,other,1.96,0.39346,0.33104,1.00022,25.757,11.286,13.669,True
ET_03,other,1.97,0.42627,0.22126,1.00716,30.404,-0.045,15.871,True
ET_03,other,1.98,0.40968,0.14501,0.98409,27.578,-10.612,14.098,True
ET_03,other,1.99,0.28217,0.06228,0.97006,15.235,-19.655,7.435,True
ET_03,other,2.0,0.19441,0.05802,0.90758,-1.783,-23.768,-0.909,True
ET_03,other,2.0100000000000002,0.04322,0.08574,0.86075,-17.508,-18.215,-8.831,True
ET_03,other,2.02,0.01316,0.14685,0.86756,-27.213,-7.413,-13.867,True
ET_03,other,2.0300000000000002,-0.04368,0.24287,0.86095,-29.716,4.342,-14.475,True
ET_03,other,2.04,0.03395,0.30223,0.87972,-23.478,15.394,-10.913,True
ET_03,other,2.05,0.13485,0.40042,0.898,-9.273,20.406,-4.63,True
ET_03,other,2.06,0.26327,0.39399,0.93067,6.909,21.697,2.678,True
ET_03,other,2.07,0.35397,0.34203,0.98679,20.06,16.476,11.377,True
ET_03,other,2.08,0.41307,0.23159,1.00271,31.261,3.102,13.533,True
ET_03,other,2.09,0.38305,0.19551,0.99846,29.28,-5.409,14.065,True
ET_03,other,2.1,0.31576,0.08614,1.00663,18.289,-15.991,9.75,True
ET_03,other,2.11,0.22789,0.05584,0.93584,3.72,-20.999,0.196,True
ET_03,other,2.12,0.13774,0.09124,0.91031,-10.391,-18.248,-5.988,True
ET_03,other,2.13,0.04155,0.14865,0.87732,-23.534,-11.054,-11.915,True
ET_03,other,2.14,-0.01366,0.21141,0.86999,-29.886,0.542,-13.579,True
ET_03,other,2.15,-0.004,0.27621,0.87494,-25.594,8.147,-13.289,True
ET_03,other,2.16,0.0892,0.37424,0.88964,-14.33,17.865,-8.839,True
ET_03,other,2.17,0.17202,0.38632,0.91673,0.035,21.993,1.037,True
ET_03,other,2.18,0.31127,0.36881,0.96709,17.302,18.165,8.016,True
ET_03,other,2.19,0.38791,0.29092,0.9972,26.152,10.518,13.124,True
ET_03,other,2.2,0.40667,0.21674,1.01331,28.616,-2.075,15.384,True
ET_03,other,2.21,0.35568,0.10921,0.98952,23.933,-13.766,12.112,True
ET_03,other,2.22,0.28247,0.06944,0.93019,10.871,-19.695,5.661,True
ET_03,other,2.23,0.16811,0.06722,0.90493,-3.496,-21.397,-1.834,True
ET_03,other,2.24,0.04962,0.10986,0.87663,-18.321,-15.171,-8.937,True
ET_03,other,2.25,0.00423,0.17116,0.85444,-27.819,-5.762,-14.597,True
ET_03,other,2.2600000000000002,0.00589,0.26642,0.84134,-27.232,3.732,-13.753,True
ET_03,other,2.27,0.02301,0.31607,0.87612,-20.536,14.861,-10.337,True
ET_03,other,2.2800000000000002,0.15187,0.35854,0.90694,-5.723,21.438,-2.321,True
ET_03,other,2.29,0.28041,0.367,0.97168,10.182,20.847,4.411,True
ET_03,other,2.3000000000000003,0.36042,0.33815,1.00422,21.553,13.269,10.831,True
ET_03,other,2.31,0.40766,0.25647,0.99601,27.647,3.125,13.725,True
ET_03,other,2.32,0.35666,0.15543,1.00521,24.966,-10.025,13.172,True
ET_03,other,2.33,0.32199,0.08546,0.96178,16.394,-15.992,8.508,True
ET_03,other,2.34,0.21613,0.08329,0.92938,1.952,-21.487,1.258,True
ET_03,other,2.35,0.13086,0.0737,0.89864,-12.713,-18.551,-6.436,True
ET_03,other,2.36,0.03169,0.15613,0.84872,-23.716,-10.857,-11.268,True
ET_03,other,2.37,-0.00736,0.23426,0.88204,-26.48,-0.466,-11.766,True
ET_03,other,2.38,0.02166,0.28853,0.85469,-23.64,10.312,-10.813,True
ET_03,other,2.39,0.14201,0.35258,0.89109,-14.0,17.232,-6.056,True
ET_03,other,2.4,0.21654,0.392,0.94882,1.716,20.112,1.288,True
ET_03,other,2.41,0.33783,0.35605,0.98693,16.005,15.492,7.056,True
ET_03,other,2.42,0.40087,0.26584,0.98617,25.012,6.733,12.39,True
ET_03,other,2.43,0.38926,0.20504,0.98277,25.262,-3.639,13.118,True
ET_03,other,2.44,0.34522,0.13489,0.97671,21.112,-12.747,11.266,True
ET_03,other,2.45,0.27275,0.08487,0.95745,7.607,-19.57,3.607,True
ET_03,other,2.46,0.15132,0.0789,0.91161,-7.043,-19.366,-5.023,True
ET_03,other,2.47,0.06484,0.13727,0.87801,-19.267,-14.619,-9.0,True
ET_03,other,2.48,0.01262,0.19545,0.87005,-25.252,-4.194,-13.082,True
ET_03,other,2.49,0.01501,0.27097,0.86055,-24.489,5.402,-15.27,True
ET_03,other,2.5,0.07869,0.34916,0.89977,-17.883,14.54,-8.41,True
ET_03,other,2.5100000000000002,0.16984,0.38765,0.90695,-3.616,20.327,-2.326,True
ET_03,other,2.52,0.26796,0.36591,0.97974,11.225,17.356,4.289,True
ET_03,other,2.5300000000000002,0.36927,0.30081,1.00305,21.715,12.305,11.018,True
ET_03,other,2.54,0.39614,0.2318,0.98598,25.69,0.862,12.286,True
ET_03,other,2.5500000000000003,0.35896,0.17436,1.00583,23.075,-9.16,10.858,True
ET_03,other,2.56,0.2952,0.08305,0.96726,13.641,-16.586,6.932,True
ET_03,other,2.57,0.21368,0.06881,0.94264,0.547,-17.789,-0.012,True
ET_03,other,2.58,0.07128,0.1141,0.89287,-14.459,-17.854,-6.986,True
ET_03,other,2.59,0.01371,0.16181,0.87242,-22.572,-8.758,-11.776,True
ET_03,other,2.6,-0.00817,0.23114,0.8592,-26.42,1.677,-12.489,True
ET_03,other,2.61,0.03853,0.31582,0.8696,-20.626,10.495,-9.878,True
ET_03,other,2.62,0.12707,0.38727,0.8979,-9.122,16.493,-4.198,True
ET_03,other,2.63,0.22249,0.36176,0.93772,3.976,18.187,4.039,True
ET_03,other,2.64,0.33562,0.31747,0.96487,17.575,15.024,9.656,True
ET_03,other,2.65,0.39892,0.2671,0.99058,23.63,5.371,12.01,True
ET_03,other,2.66,0.37551,0.17195,0.98535,23.721,-5.774,12.697,True
ET_03,other,2.67,0.33204,0.13879,0.99078,16.936,-14.269,8.798,True
ET_03,other,2.68,0.27158,0.13294,0.93743,5.492,-18.55,2.925,True
ET_03,other,2.69,0.13191,0.08824,0.9029,-8.502,-17.218,-4.029,True
ET_03,other,2.7,0.06515,0.1488,0.88506,-20.666,-12.567,-10.112,True
ET_03,other,2.71,0.00819,0.18351,0.88213,-23.467,-3.398,-11.077,True
ET_03,other,2.72,0.02042,0.26564,0.86008,-24.112,7.687,-11.207,True
ET_03,other,2.73,0.10923,0.32683,0.88336,-12.987,15.742,-6.433,True
ET_03,other,2.74,0.18625,0.35091,0.92458,-3.837,17.619,-1.462,True
ET_03,other,2.75,0.28529,0.35209,0.9519,11.945,16.28,6.738,True
ET_03,other,2.7600000000000002,0.36132,0.28181,0.95816,21.323,9.298,12.375,True
ET_03,other,2.77,0.3634,0.23187,0.99931,23.854,0.421,12.0,True
ET_03,other,2.7800000000000002,0.32066,0.16108,0.97302,20.715,-8.793,10.2,True
ET_03,other,2.79,0.27696,0.11591,0.94888,11.64,-16.188,3.683,True
ET_03,other,2.8000000000000003,0.18052,0.08535,0.92601,-1.754,-16.286,-1.501,True
ET_03,other,2.81,0.08488,0.09339,0.86862,-15.979,-15.081,-6.504,True
ET_03,other,2.82,0.02553,0.20104,0.85769,-22.614,-6.805,-12.07,True
ET_03,other,2.83,0.0331,0.25484,0.88215,-22.455,3.763,-11.727,True
ET_03,other,2.84,0.07749,0.32755,0.87922,-18.675,12.109,-9.432,True
ET_03,other,2.85,0.16318,0.35734,0.88952,-6.741,15.934,-2.917,True
ET_03,other,2.86,0.26518,0.33538,0.90238,6.083,17.087,2.605,True
ET_03,other,2.87,0.31829,0.31035,0.958,16.763,11.267,9.549,True
ET_03,other,2.88,0.3526,0.24587,1.00779,22.989,4.443,11.332,True
ET_03,other,2.89,0.34761,0.20149,0.99794,22.836,-5.799,9.019,True
ET_03,other,2.9,0.27179,0.13082,0.92701,14.553,-13.159,5.827,True
ET_03,other,2.91,0.20599,0.08496,0.94943,3.407,-16.54,0.929,True
ET_03,other,2.92,0.15013,0.10763,0.90316,-9.032,-14.536,-5.707,True
ET_03,other,2.93,0.0515,0.13738,0.85019,-19.319,-9.077,-9.445,True
ET_03,other,2.94,0.0036,0.24463,0.86234,-23.631,1.319,-12.58,True
ET_03,other,2.95,0.03698,0.2863,0.88079,-19.458,9.595,-10.062,True
ET_03,other,2.96,0.12319,0.34012,0.90436,-11.129,13.348,-5.731,True
ET_03,other,2.97,0.22971,0.32271,0.92204,0.415,15.336,1.804,True
ET_03,other,2.98,0.30945,0.331,0.94644,13.243,12.896,5.604,True
ET_03,other,2.99,0.34223,0.24883,0.97828,21.624,5.719,11.815,True
ET_03,other,3.0,0.3851,0.23289,1.00802,21.908,-2.244,12.446,True
ET_03,other,3.0100000000000002,0.35352,0.12636,0.98422,18.289,-10.813,9.697,True
ET_03,other,3.02,0.25106,0.12986,0.93005,7.456,-16.163,4.819,True
ET_03,other,3.0300000000000002,0.1978,0.10175,0.90882,-3.956,-16.322,-3.683,True
ET_03,other,3.04,0.10057,0.13324,0.87531,-14.953,-12.205,-7.481,True
ET_03,other,3.0500000000000003,0.02602,0.17959,0.88324,-21.623,-3.177,-8.867,True
ET_03,other,3.06,0.03608,0.23496,0.85644,-20.261,4.805,-10.598,True
ET_03,other,3.0700000000000003,0.09589,0.30674,0.88849,-15.105,10.544,-7.898,True
ET_03,other,3.08,0.16612,0.36114,0.90261,-4.0,16.359,-2.128,True
ET_03,other,3.09,0.24262,0.37455,0.94243,8.356,15.497,3.475,True
ET_03,other,3.1,0.32013,0.29869,0.96996,17.16,11.111,10.053,True
ET_03,other,3.11,0.37975,0.24972,0.99067,21.278,2.172,9.72,True
ET_03,other,3.12,0.35434,0.1947,0.99409,19.719,-6.001,9.211,True
ET_03,other,3.13,0.27029,0.10449,0.96334,12.027,-11.681,5.846,True
ET_03,other,3.14,0.22751,0.08327,0.92863,0.569,-15.82,-0.017,True
ET_03,other,3.15,0.10808,0.14808,0.90958,-10.458,-15.7,-6.016,True
ET_03,other,3.16,0.06038,0.1378,0.89342,-18.039,-7.509,-8.645,True
ET_03,other,3.17,0.02864,0.23844,0.8754,-21.135,1.394,-11.711,True
ET_03,other,3.18,0.05134,0.28176,0.90535,-17.36,10.232,-9.253,True
ET_03,other,3.19,0.11712,0.34587,0.90969,-9.866,13.325,-5.295,True
ET_03,other,3.2,0.19982,0.33012,0.93997,2.117,16.383,1.013,True
ET_03,other,3.21,0.3144,0.34885,0.96487,14.122,12.664,5.177,True
ET_03,other,3.22,0.35364,0.26748,1.0067,20.521,5.118,8.941,True
ET_03,other,3.23,0.37128,0.20335,0.99179,21.428,-3.318,9.018,True
ET_03,other,3.24,0.32576,0.12345,0.95423,15.511,-11.418,7.802,True
ET_03,other,3.25,0.23429,0.08686,0.93395,5.677,-14.868,3.604,True
ET_03,other,3.2600000000000002,0.16315,0.11681,0.91306,-5.409,-14.613,-1.287,True
ET_03,other,3.27,0.076,0.14521,0.87587,-15.509,-10.106,-6.423,True
ET_03,other,3.2800000000000002,0.06792,0.19929,0.85641,-19.077,-2.034,-11.288,True
